1	0	0.0000	0.0000	0.0000	118.2760	-3924.4804	-7447.3872	2734.8062	74.7576
1	1	0.0000	0.0000	0.0000	118.2760	-3871.9976	-7254.7823	2734.8062	74.7576
1	2	0.0000	-0.7918	0.0000	118.2760	-3819.5149	-7062.1774	2734.8062	74.7576
1	3	0.0000	-0.7918	0.0000	118.2760	-3766.2235	-6869.7957	2734.8062	74.1281
1	4	0.0000	-0.7918	0.0000	118.2760	-3710.4430	-6678.1215	2734.8062	73.3395
1	5	0.0000	-0.7918	0.0000	118.2760	-3652.0223	-6487.2354	2734.8062	72.5478
1	6	0.0000	-0.7918	0.0000	118.2760	-3590.9692	-6297.1749	2734.8062	71.7559
1	7	0.0000	-0.7918	0.0000	118.2760	-3527.2953	-6107.9763	2734.8062	70.9641
1	8	0.0000	-0.7918	0.0000	118.2760	-3461.0129	-5919.6757	2734.8062	70.1723
1	9	0.0000	-0.7918	0.0000	118.2760	-3392.1346	-5732.3091	2734.8062	69.3804
1	10	0.0000	-0.7918	0.0000	118.2760	-3320.6735	-5545.9123	2734.8062	68.5886
1	11	0.0000	-0.7918	0.0000	118.2760	-3246.6433	-5360.5208	2734.8062	67.7968
1	12	0.0000	-0.7918	0.0000	118.2760	-3170.0581	-5176.1701	2734.8062	67.0049
1	13	0.0000	-0.7918	0.0000	118.2760	-3090.9326	-4992.8954	2734.8062	66.2131
1	14	0.0000	-0.7918	0.0000	118.2760	-3009.2819	-4810.7317	2734.8062	65.4213
1	15	0.0000	-0.7918	0.0000	118.2760	-2925.1215	-4629.7137	2734.8062	64.6294
1	16	0.0000	-0.7918	0.0000	118.2760	-2838.4676	-4449.8761	2734.8062	63.8376
1	17	0.0000	-0.7918	0.0000	118.2760	-2749.3366	-4271.2532	2734.8062	63.0458
1	18	0.0000	-0.7918	0.0000	118.2760	-2657.7457	-4093.8791	2734.8062	62.2540
1	19	0.0000	-0.7918	0.0000	118.2760	-2563.7123	-3917.7877	2734.8062	61.4621
1	20	0.0000	-0.7918	0.0000	118.2760	-2467.2543	-3743.0126	2734.8062	60.6703
1	21	0.0000	-0.7918	0.0000	118.2760	-2368.3902	-3569.5872	2734.8062	59.8785
1	22	0.0000	-0.7918	0.0000	118.2760	-2267.1389	-3397.5447	2734.8062	59.0866
1	23	0.0000	-0.7918	0.0000	118.2760	-2163.5197	-3226.9178	2734.8062	58.2948
1	24	0.0000	0.0000	0.0000	118.2760	-2057.5524	-3057.7392	2734.8062	57.5030
1	25	0.0000	0.0000	0.0000	118.2760	-1949.9626	-2889.5860	2734.8062	57.3407
1	26	0.0000	0.0000	0.0000	118.2760	-1842.2282	-2721.5253	2734.8062	57.3374
1	27	0.0000	0.0000	0.0000	118.2760	-1734.4908	-2553.4665	2734.8062	57.3373
1	28	0.0000	0.0000	0.0000	118.2760	-1626.7534	-2385.4078	2734.8062	57.3373
1	29	0.0000	0.0000	0.0000	118.2760	-1519.0160	-2217.3490	2734.8062	57.3373
1	30	0.0000	0.0000	0.0000	118.2760	-1411.2786	-2049.2902	2734.8062	57.3373
1	31	0.0000	0.0000	0.0000	118.2760	-1303.5412	-1881.2315	2734.8062	57.3373
1	32	0.0000	0.0000	0.0000	118.2760	-1195.8038	-1713.1727	2734.8062	57.3373
1	33	0.0000	0.0000	0.0000	118.2760	-1088.0664	-1545.1139	2734.8062	57.3373
1	34	0.0000	0.0000	0.0000	118.2760	-980.3290	-1377.0552	2734.8062	57.3373
1	35	0.0000	0.0000	0.0000	118.2760	-872.5916	-1208.9964	2734.8062	57.3373
1	36	0.0000	0.0000	0.0000	118.2760	-764.8542	-1040.9377	2734.8062	57.3373
1	37	0.0000	0.0000	0.0000	118.2760	-657.1168	-872.8789	2734.8062	57.3373
1	38	0.0000	0.0000	0.0000	118.2760	-549.3794	-704.8201	2734.8062	57.3373
1	39	0.0000	0.0000	0.0000	118.2760	-441.6420	-536.7614	2734.8062	57.3373
1	40	0.0000	0.0000	0.0000	118.2760	-333.9046	-368.7026	2734.8062	57.3373
1	41	0.0000	0.0000	0.0000	118.2760	-226.1672	-200.6438	2734.8062	57.3373
1	42	0.0000	0.0000	0.0000	118.2760	-118.4298	-32.5851	2734.8062	57.3373
1	43	0.0000	0.0000	0.0000	118.2760	-10.6924	135.4737	2734.8062	57.3373
1	44	0.0000	0.0000	0.0000	118.2760	97.0450	303.5325	2734.8062	57.3373
1	45	0.0000	0.0000	0.0000	118.2760	204.7824	471.5912	2734.8062	57.3373
1	46	0.0000	0.0000	0.0000	118.2760	312.5198	639.6500	2734.8062	57.3373
1	47	0.0000	0.0000	0.0000	118.2760	420.2572	807.7088	2734.8062	57.3373
1	48	0.0000	0.0000	0.0000	118.2760	527.9946	975.7675	2734.8062	57.3373
1	49	0.0000	0.0000	0.0000	118.2760	635.7320	1143.8263	2734.8062	57.3373
1	50	0.0000	0.0000	0.0000	118.2760	743.4694	1311.8851	2734.8062	57.3373
2	0	0.0000	0.0000	0.0000	348.6807	24433.5729	7578.1759	31698.4455	178.8065
2	1	0.0000	0.0000	0.0000	348.6807	23845.1938	7590.4334	31698.4455	178.8065
2	2	0.0000	0.0000	0.0000	348.6807	23256.8148	7602.6909	31698.4455	178.8065
2	3	0.0000	0.0000	0.0000	348.6807	22668.4358	7614.9483	31698.4455	178.8065
2	4	0.0000	0.0000	0.0000	348.6807	22080.0568	7627.2058	31698.4455	178.8065
2	5	0.0000	0.0000	0.0000	348.6807	21491.6777	7639.4633	31698.4455	178.8065
2	6	0.0000	0.0000	0.0000	348.6807	20903.2987	7651.7208	31698.4455	178.8065
2	7	0.0000	0.0000	0.0000	348.6807	20314.9197	7663.9783	31698.4455	178.8065
2	8	0.0000	0.0000	0.0000	348.6807	19726.5407	7676.2358	31698.4455	178.8065
2	9	0.0000	0.0000	0.0000	348.6807	19138.1617	7688.4933	31698.4455	178.8065
2	10	0.0000	0.0000	0.0000	348.6807	18549.7826	7700.7508	31698.4455	178.8065
2	11	0.0000	0.0000	0.0000	348.6807	17961.4036	7713.0083	31698.4455	178.8065
2	12	0.0000	0.0000	0.0000	348.6807	17373.0246	7725.2658	31698.4455	178.8065
2	13	0.0000	0.0000	0.0000	348.6807	16784.6456	7737.5233	31698.4455	178.8065
2	14	0.0000	0.0000	0.0000	348.6807	16196.2666	7749.7807	31698.4455	178.8065
2	15	0.0000	0.0000	0.0000	348.6807	15607.8875	7762.0382	31698.4455	178.8065
2	16	0.0000	0.0000	0.0000	348.6807	15019.5085	7774.2957	31698.4455	178.8065
2	17	0.0000	0.0000	0.0000	348.6807	14431.1295	7786.5532	31698.4455	178.8065
2	18	0.0000	0.0000	0.0000	348.6807	13842.7505	7798.8107	31698.4455	178.8065
2	19	0.0000	0.0000	0.0000	348.6807	13254.3715	7811.0682	31698.4455	178.8065
2	20	0.0000	0.0000	0.0000	348.6807	12665.9924	7823.3257	31698.4455	178.8065
2	21	0.0000	0.0000	0.0000	348.6807	12077.6134	7835.5832	31698.4455	178.8065
2	22	0.0000	0.0000	0.0000	348.6807	11489.2344	7847.8407	31698.4455	178.8065
2	23	0.0000	-0.4026	0.0000	348.6807	10900.8554	7860.0982	31698.4455	178.8065
2	24	0.0000	-0.7400	0.0000	348.6807	10312.4895	7872.9618	31698.4455	178.6285
2	25	0.0000	-0.7400	0.0000	348.6807	9724.2039	7889.0309	31698.4455	178.1447
2	26	0.0000	-0.7400	0.0000	348.6807	9136.1132	7911.0686	31698.4455	177.4818
2	27	0.0000	-0.7400	0.0000	348.6807	8548.3325	7940.2135	31698.4455	176.7646
2	28	0.0000	-0.7400	0.0000	348.6807	7960.9684	7976.8038	31698.4455	176.0314
2	29	0.0000	-0.7400	0.0000	348.6807	7374.1227	8020.9345	31698.4455	175.2934
2	30	0.0000	-0.7400	0.0000	348.6807	6787.8948	8072.6281	31698.4455	174.5540
2	31	0.0000	-0.7400	0.0000	348.6807	6202.3830	8131.8845	31698.4455	173.8142
2	32	0.0000	-0.7400	0.0000	348.6807	5617.6853	8198.6966	31698.4455	173.0743
2	33	0.0000	-0.7400	0.0000	348.6807	5033.8990	8273.0539	31698.4455	172.3343
2	34	0.0000	-0.7400	0.0000	348.6807	4451.1218	8354.9442	31698.4455	171.5943
2	35	0.0000	-0.7400	0.0000	348.6807	3869.4507	8444.3538	31698.4455	170.8544
2	36	0.0000	-0.7400	0.0000	348.6807	3288.9828	8541.2680	31698.4455	170.1144
2	37	0.0000	0.0000	0.0000	348.6807	2709.8149	8645.6706	31698.4455	169.3744
2	38	0.0000	0.0000	0.0000	348.6807	2131.8244	8756.4206	31698.4455	168.9682
2	39	0.0000	0.0000	0.0000	348.6807	1554.3281	8869.7252	31698.4455	168.8420
2	40	0.0000	0.0000	0.0000	348.6807	976.9885	8983.8266	31698.4455	168.8025
2	41	0.0000	0.0000	0.0000	348.6807	399.6983	9098.1778	31698.4455	168.7901
2	42	0.0000	0.0000	0.0000	348.6807	-177.5763	9212.6073	31698.4455	168.7862
2	43	0.0000	0.0000	0.0000	348.6807	-754.8460	9327.0615	31698.4455	168.7850
2	44	0.0000	0.0000	0.0000	348.6807	-1332.1142	9441.5234	31698.4455	168.7846
2	45	0.0000	0.0000	0.0000	348.6807	-1909.3820	9555.9878	31698.4455	168.7845
2	46	0.0000	0.0000	0.0000	348.6807	-2486.6496	9670.4528	31698.4455	168.7844
2	47	0.0000	0.0000	0.0000	348.6807	-3063.9171	9784.9182	31698.4455	168.7844
2	48	0.0000	0.0000	0.0000	348.6807	-3641.1846	9899.3836	31698.4455	168.7844
2	49	0.0000	0.0000	0.0000	348.6807	-4218.4521	10013.8490	31698.4455	168.7844
2	50	0.0000	0.0000	0.0000	348.6807	-4795.7196	10128.3144	31698.4455	168.7844
3	0	0.0000	-0.4277	0.0000	94.2979	5657.2660	714.4354	1942.8981	135.8846
3	1	0.0000	-0.4277	0.0000	94.2979	5543.3742	825.6084	1942.8981	135.4569
3	2	0.0000	-0.4277	0.0000	94.2979	5430.3154	937.6284	1942.8981	135.0292
3	3	0.0000	-0.4277	0.0000	94.2979	5318.0959	1050.4893	1942.8981	134.6015
3	4	0.0000	-0.4277	0.0000	94.2979	5206.7221	1164.1848	1942.8981	134.1738
3	5	0.0000	-0.4277	0.0000	94.2979	5096.2000	1278.7084	1942.8981	133.7461
3	6	0.0000	-0.4277	0.0000	94.2979	4986.5359	1394.0538	1942.8981	133.3184
3	7	0.0000	-0.4277	0.0000	94.2979	4877.7359	1510.2147	1942.8981	132.8907
3	8	0.0000	-0.4277	0.0000	94.2979	4769.8060	1627.1844	1942.8981	132.4630
3	9	0.0000	0.0000	0.0000	94.2979	4662.7522	1744.9566	1942.8981	132.0353
3	10	0.0000	0.0000	0.0000	94.2979	4556.2805	1863.2557	1942.8981	131.9728
3	11	0.0000	0.0000	0.0000	94.2979	4449.8406	1981.5833	1942.8981	131.9724
3	12	0.0000	0.0000	0.0000	94.2979	4343.4008	2099.9112	1942.8981	131.9724
3	13	0.0000	0.0000	0.0000	94.2979	4236.9610	2218.2390	1942.8981	131.9724
3	14	0.0000	0.0000	0.0000	94.2979	4130.5212	2336.5668	1942.8981	131.9724
3	15	0.0000	0.0000	0.0000	94.2979	4024.0814	2454.8947	1942.8981	131.9724
3	16	0.0000	0.0000	0.0000	94.2979	3917.6416	2573.2225	1942.8981	131.9724
3	17	0.0000	0.0000	0.0000	94.2979	3811.2018	2691.5503	1942.8981	131.9724
3	18	0.0000	0.0000	0.0000	94.2979	3704.7621	2809.8782	1942.8981	131.9724
3	19	0.0000	0.0000	0.0000	94.2979	3598.3223	2928.2060	1942.8981	131.9724
3	20	0.0000	0.0000	0.0000	94.2979	3491.8825	3046.5338	1942.8981	131.9724
3	21	0.0000	0.0000	0.0000	94.2979	3385.4427	3164.8617	1942.8981	131.9724
3	22	0.0000	0.0000	0.0000	94.2979	3279.0029	3283.1895	1942.8981	131.9724
3	23	0.0000	0.0000	0.0000	94.2979	3172.5631	3401.5173	1942.8981	131.9724
3	24	0.0000	0.9226	0.0000	94.2979	3066.1234	3519.8452	1942.8981	131.9724
3	25	0.0000	0.9226	0.0000	94.2979	2959.0396	3637.5888	1942.8981	132.7605
3	26	0.0000	0.3406	0.0000	94.2979	2850.1407	3753.6551	1942.8981	133.6824
3	27	0.0000	0.3406	0.0000	94.2979	2739.7812	3868.3354	1942.8981	134.1078
3	28	0.0000	0.5301	0.0000	94.2979	2628.7005	3982.3175	1942.8981	134.4489
3	29	0.0000	0.5301	0.0000	94.2979	2516.8170	4095.5112	1942.8981	134.9514
3	30	0.0000	0.8697	0.0000	94.2979	2403.9043	4207.6783	1942.8981	135.4813
3	31	0.0000	0.8697	0.0000	94.2979	2289.7360	4318.5659	1942.8981	136.3016
3	32	0.0000	0.8697	0.0000	94.2979	2173.9208	4427.7321	1942.8981	137.1711
3	33	0.0000	0.8697	0.0000	94.2979	2056.4622	4535.1280	1942.8981	138.0407
3	34	0.0000	0.0000	0.0000	94.2979	1937.3869	4640.7287	1942.8981	138.9104
3	35	0.0000	0.0000	0.0000	94.2979	1817.2576	4745.1310	1942.8981	139.0373
3	36	0.0000	0.0000	0.0000	94.2979	1697.0715	4849.4680	1942.8981	139.0380
3	37	0.0000	0.0000	0.0000	94.2979	1576.8850	4953.8046	1942.8981	139.0380
3	38	0.0000	0.0000	0.0000	94.2979	1456.6986	5058.1411	1942.8981	139.0380
3	39	0.0000	0.0000	0.0000	94.2979	1336.5122	5162.4777	1942.8981	139.0380
3	40	0.0000	0.0000	0.0000	94.2979	1216.3257	5266.8143	1942.8981	139.0380
3	41	0.0000	0.0000	0.0000	94.2979	1096.1393	5371.1509	1942.8981	139.0380
3	42	0.0000	0.0000	0.0000	94.2979	975.9528	5475.4875	1942.8981	139.0380
3	43	0.0000	0.0000	0.0000	94.2979	855.7664	5579.8241	1942.8981	139.0380
3	44	0.0000	0.0000	0.0000	94.2979	735.5800	5684.1607	1942.8981	139.0380
3	45	0.0000	0.0000	0.0000	94.2979	615.3935	5788.4973	1942.8981	139.0380
3	46	0.0000	0.0000	0.0000	94.2979	495.2071	5892.8338	1942.8981	139.0380
3	47	0.0000	0.0000	0.0000	94.2979	375.0207	5997.1704	1942.8981	139.0380
3	48	0.0000	0.0000	0.0000	94.2979	254.8342	6101.5070	1942.8981	139.0380
3	49	0.0000	0.0000	0.0000	94.2979	134.6478	6205.8436	1942.8981	139.0380
3	50	0.0000	0.0000	0.0000	94.2979	14.4613	6310.1802	1942.8981	139.0380
